,n_table,name,report,structureWithDailyNumbers,structureWithPopulation,values
96,2.0,Brazil,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[1, 0, 3]"
97,2.0,Algeria,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[1, 0, 4]"
98,2.0,Nigeria,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[1, 0, 1]"
99,2.0,Subtotal for all regions,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[5304, 80]"
100,2.0,(Diamond Princess),Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[705, 6, 3]"
101,2.0,§,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[6009, 86]"
102,2.0,COVID,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[0, 19]"
103,2.0,Terms:,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[0]
104,2.0,.,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[0]
105,2.0,reporting location.,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[0]
106,2.0,.,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[0]
107,2.0,of transmission has not been determined for any cases.,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[0]
108,2.0,§,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[2, 66]"
109,2.0,female/,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[3, 86]"
110,2.0,male/,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[5357]
111,2.0,unknown. 2,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[8]
112,2.0,healthcare workers (,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[5]
113,2.0,female/,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[12]
114,2.0,Figure,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[2]
115,2.0,COVID,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[0, 19]"
116,2.0,(n=,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,[5173]
117,2.0,with complete days of reporting through,Situation report - 40Coronavirus disease 2019 (COVID-19) 29 February 2020,True,True,"[2, 8]"
0,1.0,Table,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[1]
1,1.0,COVID,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 19]"
2,1.0,Data as of,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 8]"
3,1.0,Hubei,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[5917, 318, 332, 41, 65914, 2682]"
4,1.0,Guangdong,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[11346, 1, 2, 0, 1348, 7]"
5,1.0,Henan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[9605, 0, 1, 0, 1272, 20]"
6,1.0,Zhejiang,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[5737, 0, 0, 0, 1205, 1]"
7,1.0,Hunan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[6899, 0, 0, 0, 1017, 4]"
8,1.0,Anhui,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[6324, 1, 0, 0, 990, 6]"
9,1.0,Jiangxi,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4648, 1, 0, 0, 935, 1]"
10,1.0,Shandong,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[10047, 0, 0, 0, 756, 6]"
11,1.0,Jiangsu,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[8051, 0, 0, 0, 631, 0]"
12,1.0,Chongqing,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3102, 0, 6, 0, 576, 6]"
13,1.0,Sichuan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[8341, 4, 4, 0, 538, 3]"
14,1.0,Heilongjiang,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3773, 0, 0, 0, 480, 13]"
15,1.0,Beijing,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2154, 0, 12, 2, 410, 7]"
16,1.0,Shanghai,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2424, 0, 36, 0, 337, 3]"
17,1.0,Hebei,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[7556, 1, 0, 0, 318, 6]"
18,1.0,Fujian,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3941, 0, 0, 0, 296, 1]"
19,1.0,Guangxi,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4926, 0, 0, 0, 252, 2]"
20,1.0,Shaanxi,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3864, 0, 0, 0, 245, 1]"
21,1.0,Yunnan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4830, 0, 4, 0, 174, 2]"
22,1.0,Hainan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[934, 0, 5, 0, 168, 5]"
23,1.0,Guizhou,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3600, 0, 1, 0, 146, 2]"
24,1.0,Tianjin,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1560, 1, 24, 0, 136, 3]"
25,1.0,Shanxi,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3718, 0, 0, 0, 133, 0]"
26,1.0,Liaoning,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4359, 0, 22, 0, 121, 1]"
27,1.0,Jilin,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2704, 0, 3, 0, 93, 1]"
28,1.0,Hong Kong SAR,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[745, 2, 0, 0, 93, 2]"
29,1.0,Gansu,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2637, 0, 0, 0, 91, 2]"
30,1.0,Xinjiang,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2487, 0, 0, 1, 76, 3]"
31,1.0,Inner Mongolia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2534, 0, 0, 0, 75, 0]"
32,1.0,Ningxia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[688, 0, 0, 0, 72, 0]"
33,1.0,Taipei and environs,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2359, 2, 0, 0, 34, 1]"
34,1.0,Qinghai,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[603, 0, 0, 0, 18, 0]"
35,1.0,Macao SAR,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[66, 0, 0, 0, 10, 0]"
36,1.0,Xizang,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[344, 0, 0, 0, 1, 0]"
37,1.0,Total,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[142823, 331, 452, 44, 78961, 2791]"
38,2.0,Table,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[2]
39,2.0,laboratory,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
40,2.0,COVID,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 19]"
41,2.0,. Data as of,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[28]
42,2.0,Republic of Korea,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2337, 13, 0]"
43,2.0,Japan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[210, 4, 0]"
44,2.0,Singapore,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[96, 0, 0]"
45,2.0,Malaysia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[24, 0, 0]"
46,2.0,Australia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[23, 0, 3]"
47,2.0,Viet Nam,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[16, 0, 15]"
48,2.0,Philippines,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3, 1, 24]"
49,2.0,Cambodia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 32]"
50,2.0,Zealand,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 0]"
51,2.0,Italy,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[650, 17, 0]"
52,2.0,France,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[38, 2, 0]"
53,2.0,Germany,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[26, 0, 0]"
54,2.0,Spain,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[25, 0, 0]"
55,2.0,The United Kingdom,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[16]
56,2.0,(3),Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 0]"
57,2.0,Sweden,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[7, 0, 0]"
58,2.0,Switzerland,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[6, 0, 0]"
59,2.0,Austria,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4, 0, 0]"
60,2.0,Norway,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4, 0, 0]"
61,2.0,Greece,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3, 0, 0]"
62,2.0,Israel,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3, 0, 0]"
63,2.0,Croatia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3, 0, 0]"
64,2.0,Finland,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 0, 2]"
65,2.0,Russian Federation,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 0, 28]"
66,2.0,Belarus,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 0]"
67,2.0,Lithuania,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0]"
68,2.0,only,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
69,2.0,Netherlands,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 0]"
70,2.0,North Macedonia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 2]"
71,2.0,Romania,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 1]"
72,2.0,Belgium,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 24]"
73,2.0,Denmark,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 1]"
74,2.0,Estonia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 1]"
75,2.0,Georgia,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 1]"
76,2.0,South,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
77,2.0,Thailand,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[40, 0, 2]"
78,2.0,India,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3, 0, 25]"
79,2.0,Nepal,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 46]"
80,2.0,Sri Lanka,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0]"
81,2.0,only,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[32]
82,2.0,Iran (Islamic Republic of),Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[245, 26, 0]"
83,2.0,Kuwait,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[43, 0, 1]"
84,2.0,Bahrain,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[33, 0, 1]"
85,2.0,United Arab Emirates,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[19, 0, 0]"
86,2.0,Iraq,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[7]
87,2.0,(1),Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 0]"
88,2.0,Oman,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[6, 0, 0]"
89,2.0,Lebanon,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 0, 2]"
90,2.0,Pakistan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 0, 2]"
91,2.0,Afghanistan,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 4]"
92,2.0,Egypt,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 14]"
93,2.0,United States of America,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[59, 0, 2]"
94,2.0,Canada,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[11, 0, 2]"
95,2.0,Brazil,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 2]"
96,2.0,Algeria,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0, 3]"
97,2.0,Nigeria,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[1, 0]"
98,2.0,cases only,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
99,2.0,Subtotal for all regions,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[3986, 63]"
100,2.0,(Diamond Princess),Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[705, 4, 2]"
101,2.0,§,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[4691, 67]"
102,2.0,COVID,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 19]"
103,2.0,ms:,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
104,2.0,.,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
105,2.0,reporting location.,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
106,2.0,.,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
107,2.0,of transmission has not been determined for any cases.,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[0]
108,2.0,§,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 50]"
109,2.0,female/,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[363]
110,2.0,male/,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[4078]
111,2.0,unknown. 2,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[8]
112,2.0,healthcare workers (,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[5]
113,2.0,female/,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[12]
114,2.0,Figure,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[2]
115,2.0,COVID,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[0, 19]"
116,2.0,(n=,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,[4072]
117,2.0,with complete days of reporting through,Situation report - 39Coronavirus disease 2019 (COVID-19) 28 February 2020,True,True,"[2, 7]"
0,1.0,Table,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,[1]
1,1.0,COVID,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[0, 19]"
2,1.0,"in China,",Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[2, 6]"
3,1.0,Hubei,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[5917, 401, 311, 52, 65187, 2615]"
4,1.0,Guangdong,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[11346, 0, 0, 0, 1347, 7]"
5,1.0,Henan,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[9605, 0, 1, 0, 1271, 19]"
6,1.0,Zhejiang,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[5737, 0, 2, 0, 1205, 1]"
7,1.0,Hunan,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[6899, 0, 1, 0, 1016, 4]"
8,1.0,Anhui,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[6324, 0, 0, 0, 989, 6]"
9,1.0,Jiangxi,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[4648, 0, 0, 0, 934, 1]"
10,1.0,Shandong,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[10047, 1, 1, 0, 756, 6]"
11,1.0,Jiangsu,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[8051, 0, 0, 0, 631, 0]"
12,1.0,Chongqing,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3102, 0, 9, 0, 576, 6]"
13,1.0,Sichuan,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[8341, 2, 7, 0, 531, 3]"
14,1.0,Heilongjiang,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3773, 0, 0, 0, 480, 12]"
15,1.0,Beijing,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[2154, 0, 21, 0, 400, 4]"
16,1.0,Shanghai,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[2424, 1, 46, 0, 336, 3]"
17,1.0,Hebei,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[7556, 1, 0, 0, 312, 6]"
18,1.0,Fujian,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3941, 0, 0, 0, 294, 1]"
19,1.0,Guangxi,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[4926, 0, 2, 0, 252, 2]"
20,1.0,Shaanxi,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3864, 0, 0, 0, 245, 1]"
21,1.0,Yunnan,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[4830, 0, 7, 0, 174, 2]"
22,1.0,Hainan,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[934, 0, 6, 0, 168, 5]"
23,1.0,Guizhou,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3600, 0, 0, 0, 146, 2]"
24,1.0,Tianjin,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[1560, 0, 14, 0, 135, 3]"
25,1.0,Shanxi,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[3718, 0, 1, 0, 133, 0]"
26,1.0,Liaoning,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[4359, 0, 6, 0, 121, 1]"
27,1.0,Jilin,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[2704, 0, 2, 0, 93, 1]"
28,1.0,Gansu,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[2637, 0, 0, 0, 91, 2]"
29,1.0,Hong Kong SAR,Situation report - 37Coronavirus disease 2019 (COVID-19) 26 February 2020,True,True,"[745, 4, 0, 0, 85, 2]"
